Timestamp,S3_ch0,S3_ch1,S3_ch2,S3_ch3,S3_ch4,S3_ch5,S3_ch6,S3_ch7,S5_Ravg0,S5_Ravg1,S5_Ravg2,S5_Ravg3
2025-10-21 17:27:46.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:47.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:48.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:49.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:50.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:51.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:52.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:53.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:54.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:55.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:56.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:57.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:58.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:27:59.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:00.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:01.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:02.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:03.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:04.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:05.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:06.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:07.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:08.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:09.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:10.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:11.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:12.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:13.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:14.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:15.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:16.000,0.244780,0.267765,0.290330,0.312443,0.334069,0.355176,0.375732,0.395708,0.988202,0.985737,0.983040,0.980115
2025-10-21 17:28:17.000,0.284276,0.310666,0.336487,0.361691,0.386234,0.410071,0.433162,0.455465,0.984933,0.981785,0.978344,0.974613
